ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,DEALSIZE,ORDERE_YEAR,ORDER_MONTH,ORDER_DAY,ORDER_MONTH_NAME
10334,34,61.38,2086.92,2004-11-19,On Hold,4,11,2004,Trucks and Buses,60,S18_2432,"Volvo Model Replicas, Co",Lule,Sweden,Small,2004,11,19,November
10347,50,100.0,6834.5,2004-11-29,Shipped,4,11,2004,Trucks and Buses,60,S18_2432,"Australian Collectors, Co.",Melbourne,Australia,Medium,2004,11,29,November
10357,41,61.99,2541.59,2004-12-10,Shipped,4,12,2004,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2004,12,10,December
10370,22,96.86,2130.92,2005-01-20,Shipped,1,1,2005,Trucks and Buses,60,S18_2432,"Anna's Decorations, Ltd",North Sydney,Australia,Small,2005,1,20,January
10381,35,48.62,1701.7,2005-02-17,Shipped,1,2,2005,Trucks and Buses,60,S18_2432,Corporate Gift Ideas Co.,San Francisco,USA,Small,2005,2,17,February
10391,44,38.5,1694.0,2005-03-09,Shipped,1,3,2005,Trucks and Buses,60,S18_2432,"Anna's Decorations, Ltd",North Sydney,Australia,Small,2005,3,9,March
10412,47,61.99,2913.53,2005-05-03,Shipped,2,5,2005,Trucks and Buses,60,S18_2432,Euro Shopping Channel,Madrid,Spain,Small,2005,5,3,May
10425,19,49.22,935.18,2005-05-31,In Process,2,5,2005,Trucks and Buses,60,S18_2432,La Rochelle Gifts,Nantes,France,Small,2005,5,31,May
10106,34,90.39,3073.26,2003-02-17,Shipped,1,2,2003,Planes,84,S18_2581,Rovelli Gifts,Bergamo,Italy,Medium,2003,2,17,February
10120,29,71.81,2082.49,2003-04-29,Shipped,2,4,2003,Planes,84,S18_2581,"Australian Collectors, Co.",Melbourne,Australia,Small,2003,4,29,April
10133,49,69.27,3394.23,2003-06-27,Shipped,2,6,2003,Planes,84,S18_2581,Euro Shopping Channel,Madrid,Spain,Medium,2003,6,27,June
10145,30,85.32,2559.6,2003-08-25,Shipped,3,8,2003,Planes,84,S18_2581,Toys4GrownUps.com,Pasadena,USA,Small,2003,8,25,August
10168,21,70.96,1490.16,2003-10-28,Shipped,4,10,2003,Planes,84,S18_2581,Technics Stores Inc.,Burlingame,USA,Small,2003,10,28,October
10210,50,76.88,3844.0,2004-01-12,Shipped,1,1,2004,Planes,84,S18_2581,Osaka Souveniers Co.,Osaka,Japan,Medium,2004,1,12,January
10223,47,100.0,4724.91,2004-02-20,Shipped,1,2,2004,Planes,84,S18_2581,"Australian Collectors, Co.",Melbourne,Australia,Medium,2004,2,20,February
10235,24,76.03,1824.72,2004-04-02,Shipped,2,4,2004,Planes,84,S18_2581,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Small,2004,4,2,April
10250,27,98.84,2668.68,2004-05-11,Shipped,2,5,2004,Planes,84,S18_2581,The Sharp Gifts Warehouse,San Jose,USA,Small,2004,5,11,May
10263,33,86.17,2843.61,2004-06-28,Shipped,2,6,2004,Planes,84,S18_2581,Gift Depot Inc.,Bridgewater,USA,Small,2004,6,28,June
10275,35,90.39,3163.65,2004-07-23,Shipped,3,7,2004,Planes,84,S18_2581,La Rochelle Gifts,Nantes,France,Medium,2004,7,23,July
10284,31,71.81,2226.11,2004-08-21,Shipped,3,8,2004,Planes,84,S18_2581,"Norway Gifts By Mail, Co.",Oslo,Norway,Small,2004,8,21,August
10297,25,82.79,2069.75,2004-09-16,Shipped,3,9,2004,Planes,84,S18_2581,"Clover Collections, Co.",Dublin,Ireland,Small,2004,9,16,September
10308,27,82.79,2235.33,2004-10-15,Shipped,4,10,2004,Planes,84,S18_2581,Mini Classics,White Plains,USA,Small,2004,10,15,October
10318,31,100.0,3116.43,2004-11-02,Shipped,4,11,2004,Planes,84,S18_2581,Diecast Classics Inc.,Allentown,USA,Medium,2004,11,2,November
10327,45,100.0,4781.7,2004-11-10,Resolved,4,11,2004,Planes,84,S18_2581,Danish Wholesale Imports,Kobenhavn,Denmark,Medium,2004,11,10,November
10339,27,100.0,2810.7,2004-11-23,Shipped,4,11,2004,Planes,84,S18_2581,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small,2004,11,23,November
10353,27,100.0,3515.67,2004-12-04,Shipped,4,12,2004,Planes,84,S18_2581,Gift Ideas Corp.,Glendale,USA,Medium,2004,12,4,December
10374,42,69.27,2909.34,2005-02-02,Shipped,1,2,2005,Planes,84,S18_2581,"Australian Gift Network, Co",South Brisbane,Australia,Small,2005,2,2,February
10386,21,74.77,1570.17,2005-03-01,Resolved,1,3,2005,Planes,84,S18_2581,Euro Shopping Channel,Madrid,Spain,Small,2005,3,1,March
10398,34,76.88,2613.92,2005-03-30,Shipped,1,3,2005,Planes,84,S18_2581,Reims Collectables,Reims,France,Small,2005,3,30,March
10401,42,76.03,3193.26,2005-04-03,On Hold,2,4,2005,Planes,84,S18_2581,Tekni Collectables Inc.,Newark,USA,Medium,2005,4,3,April
10416,15,98.84,1482.6,2005-05-10,Shipped,2,5,2005,Planes,84,S18_2581,L'ordine Souveniers,Reggio Emilia,Italy,Small,2005,5,10,May
10107,29,70.87,2055.23,2003-02-24,Shipped,1,2,2003,Motorcycles,60,S18_2625,Land of Toys Inc.,NYC,USA,Small,2003,2,24,February
10120,46,58.15,2674.9,2003-04-29,Shipped,2,4,2003,Motorcycles,60,S18_2625,"Australian Collectors, Co.",Melbourne,Australia,Small,2003,4,29,April
10134,30,61.78,1853.4,2003-07-01,Shipped,3,7,2003,Motorcycles,60,S18_2625,Lyon Souveniers,Paris,France,Small,2003,7,1,July
10145,30,49.67,1490.1,2003-08-25,Shipped,3,8,2003,Motorcycles,60,S18_2625,Toys4GrownUps.com,Pasadena,USA,Small,2003,8,25,August
10159,42,51.48,2162.16,2003-10-10,Shipped,4,10,2003,Motorcycles,60,S18_2625,Corporate Gift Ideas Co.,San Francisco,USA,Small,2003,10,10,October
10168,46,61.18,2814.28,2003-10-28,Shipped,4,10,2003,Motorcycles,60,S18_2625,Technics Stores Inc.,Burlingame,USA,Small,2003,10,28,October
10180,25,64.2,1605.0,2003-11-11,Shipped,4,11,2003,Motorcycles,60,S18_2625,Daedalus Designs Imports,Lille,France,Small,2003,11,11,November
10188,32,65.42,2093.44,2003-11-18,Shipped,4,11,2003,Motorcycles,60,S18_2625,Herkku Gifts,Bergen,Norway,Small,2003,11,18,November
10201,30,64.81,1944.3,2003-12-01,Shipped,4,12,2003,Motorcycles,60,S18_2625,Mini Wheels Co.,San Francisco,USA,Small,2003,12,1,December
10210,40,49.67,1986.8,2004-01-12,Shipped,1,1,2004,Motorcycles,60,S18_2625,Osaka Souveniers Co.,Osaka,Japan,Small,2004,1,12,January
10223,28,60.57,1695.96,2004-02-20,Shipped,1,2,2004,Motorcycles,60,S18_2625,"Australian Collectors, Co.",Melbourne,Australia,Small,2004,2,20,February
10236,23,55.72,1281.56,2004-04-03,Shipped,2,4,2004,Motorcycles,60,S18_2625,Motor Mint Distributors Inc.,Philadelphia,USA,Small,2004,4,3,April
10251,29,61.18,1774.22,2004-05-18,Shipped,2,5,2004,Motorcycles,60,S18_2625,Tekni Collectables Inc.,Newark,USA,Small,2004,5,18,May
10263,34,58.75,1997.5,2004-06-28,Shipped,2,6,2004,Motorcycles,60,S18_2625,Gift Depot Inc.,Bridgewater,USA,Small,2004,6,28,June
10275,37,63.6,2353.2,2004-07-23,Shipped,3,7,2004,Motorcycles,60,S18_2625,La Rochelle Gifts,Nantes,France,Small,2004,7,23,July
10285,20,49.06,981.2,2004-08-27,Shipped,3,8,2004,Motorcycles,60,S18_2625,Marta's Replicas Co.,Cambridge,USA,Small,2004,8,27,August
10298,32,48.46,1550.72,2004-09-27,Shipped,3,9,2004,Motorcycles,60,S18_2625,Atelier graphique,Nantes,France,Small,2004,9,27,September
10308,34,52.09,1771.06,2004-10-15,Shipped,4,10,2004,Motorcycles,60,S18_2625,Mini Classics,White Plains,USA,Small,2004,10,15,October
10318,42,52.7,2213.4,2004-11-02,Shipped,4,11,2004,Motorcycles,60,S18_2625,Diecast Classics Inc.,Allentown,USA,Small,2004,11,2,November
10329,38,100.0,5266.04,2004-11-15,Shipped,4,11,2004,Motorcycles,60,S18_2625,Land of Toys Inc.,NYC,USA,Medium,2004,11,15,November
10339,30,62.16,1864.8,2004-11-23,Shipped,4,11,2004,Motorcycles,60,S18_2625,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small,2004,11,23,November
10362,23,49.67,1142.41,2005-01-05,Shipped,1,1,2005,Motorcycles,60,S18_2625,Technics Stores Inc.,Burlingame,USA,Small,2005,1,5,January
10374,22,53.3,1172.6,2005-02-02,Shipped,1,2,2005,Motorcycles,60,S18_2625,"Australian Gift Network, Co",South Brisbane,Australia,Small,2005,2,2,February
10389,39,100.0,6981.0,2005-03-03,Shipped,1,3,2005,Motorcycles,60,S18_2625,Scandinavian Gift Ideas,Boras,Sweden,Medium,2005,3,3,March
10402,55,55.72,3064.6,2005-04-07,Shipped,2,4,2005,Motorcycles,60,S18_2625,Auto Canal Petit,Paris,France,Medium,2005,4,7,April
10417,36,61.18,2202.48,2005-05-13,Disputed,2,5,2005,Motorcycles,60,S18_2625,Euro Shopping Channel,Madrid,Spain,Small,2005,5,13,May
10101,26,100.0,3773.38,2003-01-09,Shipped,1,1,2003,Vintage Cars,168,S18_2795,"Blauer See Auto, Co.",Frankfurt,Germany,Medium,2003,1,9,January
10110,31,100.0,5074.39,2003-03-18,Shipped,1,3,2003,Vintage Cars,168,S18_2795,"AV Stores, Co.",Manchester,UK,Medium,2003,3,18,March
10125,34,100.0,6483.46,2003-05-21,Shipped,2,5,2003,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",Melbourne,Australia,Medium,2003,5,21,May
10139,41,100.0,7956.46,2003-07-16,Shipped,3,7,2003,Vintage Cars,168,S18_2795,Souveniers And Things Co.,Chatswood,Australia,Large,2003,7,16,July
10149,23,100.0,4230.62,2003-09-12,Shipped,3,9,2003,Vintage Cars,168,S18_2795,Signal Collectibles Ltd.,Brisbane,USA,Medium,2003,9,12,September
10162,48,100.0,7209.12,2003-10-18,Shipped,4,10,2003,Vintage Cars,168,S18_2795,Corporate Gift Ideas Co.,San Francisco,USA,Large,2003,10,18,October
10173,22,100.0,3452.68,2003-11-05,Shipped,4,11,2003,Vintage Cars,168,S18_2795,Rovelli Gifts,Bergamo,Italy,Medium,2003,11,5,November
10182,21,100.0,3047.73,2003-11-12,Shipped,4,11,2003,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2003,11,12,November
10193,22,100.0,3675.32,2003-11-21,Shipped,4,11,2003,Vintage Cars,168,S18_2795,"Australian Collectables, Ltd",Glen Waverly,Australia,Medium,2003,11,21,November
10205,40,100.0,7492.4,2003-12-03,Shipped,4,12,2003,Vintage Cars,168,S18_2795,Euro Shopping Channel,Madrid,Spain,Large,2003,12,3,December
10214,50,100.0,9534.5,2004-01-26,Shipped,1,1,2004,Vintage Cars,168,S18_2795,"Corrida Auto Replicas, Ltd",Madrid,Spain,Large,2004,1,26,January
10227,29,100.0,5579.02,2004-03-02,Shipped,1,3,2004,Vintage Cars,168,S18_2795,"Saveley & Henriot, Co.",Lyon,France,Medium,2004,3,2,March
10244,43,100.0,5950.34,2004-04-29,Shipped,2,4,2004,Vintage Cars,168,S18_2795,Euro Shopping Channel,Madrid,Spain,Medium,2004,4,29,April
10255,24,100.0,3726.0,2004-06-04,Shipped,2,6,2004,Vintage Cars,168,S18_2795,Mini Caravy,Strasbourg,France,Medium,2004,6,4,June
10280,22,100.0,4455.0,2004-08-17,Shipped,3,8,2004,Vintage Cars,168,S18_2795,Amica Models & Co.,Torino,Italy,Medium,2004,8,17,August
10289,43,100.0,8272.34,2004-09-03,Shipped,3,9,2004,Vintage Cars,168,S18_2795,Herkku Gifts,Bergen,Norway,Large,2004,9,3,September
10304,20,100.0,3577.6,2004-10-11,Shipped,4,10,2004,Vintage Cars,168,S18_2795,Auto Assoc. & Cie.,Versailles,France,Medium,2004,10,11,October
10312,25,100.0,3881.25,2004-10-21,Shipped,4,10,2004,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2004,10,21,October
10322,36,100.0,5797.44,2004-11-04,Shipped,4,11,2004,Vintage Cars,168,S18_2795,Online Diecast Creations Co.,Nashua,USA,Medium,2004,11,4,November
10332,24,52.67,1264.08,2004-11-17,Shipped,4,11,2004,Vintage Cars,168,S18_2795,"AV Stores, Co.",Manchester,UK,Small,2004,11,17,November
10347,21,100.0,4815.3,2004-11-29,Shipped,4,11,2004,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",Melbourne,Australia,Medium,2004,11,29,November
10356,30,100.0,4462.2,2004-12-09,Shipped,4,12,2004,Vintage Cars,168,S18_2795,Lyon Souveniers,Paris,France,Medium,2004,12,9,December
10367,32,94.79,3033.28,2005-01-12,Resolved,1,1,2005,Vintage Cars,168,S18_2795,Toys4GrownUps.com,Pasadena,USA,Medium,2005,1,12,January
10380,21,47.18,990.78,2005-02-16,Shipped,1,2,2005,Vintage Cars,168,S18_2795,Euro Shopping Channel,Madrid,Spain,Small,2005,2,16,February
10390,26,78.11,2030.86,2005-03-04,Shipped,1,3,2005,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2005,3,4,March
10421,35,100.0,5433.75,2005-05-29,In Process,2,5,2005,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2005,5,29,May
10109,26,100.0,3157.44,2003-03-10,Shipped,1,3,2003,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,Philadelphia,USA,Medium,2003,3,10,March
10123,46,100.0,5161.2,2003-05-20,Shipped,2,5,2003,Classic Cars,132,S18_2870,Atelier graphique,Nantes,France,Medium,2003,5,20,May
10137,37,100.0,4346.76,2003-07-10,Shipped,3,7,2003,Classic Cars,132,S18_2870,Reims Collectables,Reims,France,Medium,2003,7,10,July
10148,27,100.0,3528.36,2003-09-11,Shipped,3,9,2003,Classic Cars,132,S18_2870,"Anna's Decorations, Ltd",North Sydney,Australia,Medium,2003,9,11,September
10161,23,100.0,3187.8,2003-10-17,Shipped,4,10,2003,Classic Cars,132,S18_2870,Heintze Collectables,Aaarhus,Denmark,Medium,2003,10,17,October
10172,39,100.0,6023.16,2003-11-05,Shipped,4,11,2003,Classic Cars,132,S18_2870,Gift Depot Inc.,Bridgewater,USA,Medium,2003,11,5,November
10181,27,100.0,3884.76,2003-11-12,Shipped,4,11,2003,Classic Cars,132,S18_2870,Herkku Gifts,Bergen,Norway,Medium,2003,11,12,November
10192,38,100.0,4965.84,2003-11-20,Shipped,4,11,2003,Classic Cars,132,S18_2870,Online Diecast Creations Co.,Nashua,USA,Medium,2003,11,20,November
10204,27,100.0,4169.88,2003-12-02,Shipped,4,12,2003,Classic Cars,132,S18_2870,Muscle Machine Inc,NYC,USA,Medium,2003,12,2,December
10212,40,100.0,4910.4,2004-01-16,Shipped,1,1,2004,Classic Cars,132,S18_2870,Euro Shopping Channel,Madrid,Spain,Medium,2004,1,16,January
10226,24,100.0,3231.36,2004-02-26,Shipped,1,2,2004,Classic Cars,132,S18_2870,Collectable Mini Designs Co.,San Diego,USA,Medium,2004,2,26,February
10241,44,100.0,6853.44,2004-04-13,Shipped,2,4,2004,Classic Cars,132,S18_2870,Mini Caravy,Strasbourg,France,Medium,2004,4,13,April
10253,37,100.0,5177.04,2004-06-01,Cancelled,2,6,2004,Classic Cars,132,S18_2870,"UK Collectables, Ltd.",Liverpool,UK,Medium,2004,6,1,June
10266,20,100.0,2824.8,2004-07-06,Shipped,3,7,2004,Classic Cars,132,S18_2870,L'ordine Souveniers,Reggio Emilia,Italy,Small,2004,7,6,July
10278,39,100.0,4324.32,2004-08-06,Shipped,3,8,2004,Classic Cars,132,S18_2870,Signal Gift Stores,Las Vegas,USA,Medium,2004,8,6,August
10287,44,100.0,5052.96,2004-08-30,Shipped,3,8,2004,Classic Cars,132,S18_2870,"Vida Sport, Ltd",Gensve,Switzerland,Medium,2004,8,30,August
10301,22,100.0,3223.44,2003-10-05,Shipped,4,10,2003,Classic Cars,132,S18_2870,"Norway Gifts By Mail, Co.",Oslo,Norway,Medium,2003,10,5,October
10311,43,100.0,5278.68,2004-10-16,Shipped,4,10,2004,Classic Cars,132,S18_2870,Euro Shopping Channel,Madrid,Spain,Medium,2004,10,16,October
10321,27,100.0,2851.2,2004-11-04,Shipped,4,11,2004,Classic Cars,132,S18_2870,FunGiftIdeas.com,New Bedford,USA,Small,2004,11,4,November
10331,26,64.9,1687.4,2004-11-17,Shipped,4,11,2004,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,Philadelphia,USA,Small,2004,11,17,November
10343,25,52.32,1308.0,2004-11-24,Shipped,4,11,2004,Classic Cars,132,S18_2870,Reims Collectables,Reims,France,Small,2004,11,24,November
10366,49,100.0,6144.6,2005-01-10,Shipped,1,1,2005,Classic Cars,132,S18_2870,Royale Belge,Charleroi,Belgium,Medium,2005,1,10,January
10379,29,100.0,5127.2,2005-02-10,Shipped,1,2,2005,Classic Cars,132,S18_2870,Euro Shopping Channel,Madrid,Spain,Medium,2005,2,10,February
10407,41,100.0,6386.16,2005-04-22,On Hold,2,4,2005,Classic Cars,132,S18_2870,The Sharp Gifts Warehouse,San Jose,USA,Medium,2005,4,22,April
10419,55,100.0,7695.6,2005-05-17,Shipped,2,5,2005,Classic Cars,132,S18_2870,Salzburg Collectables,Salzburg,Austria,Large,2005,5,17,May
10103,27,83.07,2242.89,2003-01-29,Shipped,1,1,2003,Vintage Cars,101,S18_2949,Baane Mini Imports,Stavern,Norway,Small,2003,1,29,January
10112,23,100.0,2539.89,2003-03-24,Shipped,1,3,2003,Vintage Cars,101,S18_2949,"Volvo Model Replicas, Co",Lule,Sweden,Small,2003,3,24,March
10126,31,90.17,2795.27,2003-05-28,Shipped,2,5,2003,Vintage Cars,101,S18_2949,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small,2003,5,28,May
10139,46,100.0,5545.76,2003-07-16,Shipped,3,7,2003,Vintage Cars,101,S18_2949,Souveniers And Things Co.,Chatswood,Australia,Medium,2003,7,16,July
10150,47,91.18,4285.46,2003-09-19,Shipped,3,9,2003,Vintage Cars,101,S18_2949,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,2003,9,19,September
10163,31,100.0,3329.09,2003-10-20,Shipped,4,10,2003,Vintage Cars,101,S18_2949,Classic Legends Inc.,NYC,USA,Medium,2003,10,20,October
10174,46,100.0,5592.22,2003-11-06,Shipped,4,11,2003,Vintage Cars,101,S18_2949,"Australian Gift Network, Co",South Brisbane,Australia,Medium,2003,11,6,November
10183,37,89.15,3298.55,2003-11-13,Shipped,4,11,2003,Vintage Cars,101,S18_2949,"Classic Gift Ideas, Inc",Philadelphia,USA,Medium,2003,11,13,November
10193,28,93.21,2609.88,2003-11-21,Shipped,4,11,2003,Vintage Cars,101,S18_2949,"Australian Collectables, Ltd",Glen Waverly,Australia,Small,2003,11,21,November
10206,37,90.17,3336.29,2003-12-05,Shipped,4,12,2003,Vintage Cars,101,S18_2949,Canadian Gift Exchange Network,Vancouver,Canada,Medium,2003,12,5,December
10215,49,100.0,5510.05,2004-01-29,Shipped,1,1,2004,Vintage Cars,101,S18_2949,West Coast Collectables Co.,Burbank,USA,Medium,2004,1,29,January
10228,24,100.0,2504.4,2004-03-10,Shipped,1,3,2004,Vintage Cars,101,S18_2949,Cambridge Collectables Co.,Cambridge,USA,Small,2004,3,10,March
10244,30,100.0,3525.6,2004-04-29,Shipped,2,4,2004,Vintage Cars,101,S18_2949,Euro Shopping Channel,Madrid,Spain,Medium,2004,4,29,April
10257,50,88.14,4407.0,2004-06-14,Shipped,2,6,2004,Vintage Cars,101,S18_2949,The Sharp Gifts Warehouse,San Jose,USA,Medium,2004,6,14,June
10270,31,96.24,2983.44,2004-07-19,Shipped,3,7,2004,Vintage Cars,101,S18_2949,Souveniers And Things Co.,Chatswood,Australia,Small,2004,7,19,July
10280,46,100.0,5126.24,2004-08-17,Shipped,3,8,2004,Vintage Cars,101,S18_2949,Amica Models & Co.,Torino,Italy,Medium,2004,8,17,August
10291,47,100.0,5713.79,2004-09-08,Shipped,3,9,2004,Vintage Cars,101,S18_2949,Scandinavian Gift Ideas,Boras,Sweden,Medium,2004,9,8,September
10304,46,100.0,4613.8,2004-10-11,Shipped,4,10,2004,Vintage Cars,101,S18_2949,Auto Assoc. & Cie.,Versailles,France,Medium,2004,10,11,October
10312,37,100.0,3711.1,2004-10-21,Shipped,4,10,2004,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2004,10,21,October
10322,33,100.0,3524.73,2004-11-04,Shipped,4,11,2004,Vintage Cars,101,S18_2949,Online Diecast Creations Co.,Nashua,USA,Medium,2004,11,4,November
10333,31,90.17,2795.27,2004-11-18,Shipped,4,11,2004,Vintage Cars,101,S18_2949,Mini Wheels Co.,San Francisco,USA,Small,2004,11,18,November
10347,48,100.0,4814.4,2004-11-29,Shipped,4,11,2004,Vintage Cars,101,S18_2949,"Australian Collectors, Co.",Melbourne,Australia,Medium,2004,11,29,November
10357,41,87.13,3572.33,2004-12-10,Shipped,4,12,2004,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2004,12,10,December
10369,42,100.0,4581.36,2005-01-20,Shipped,1,1,2005,Vintage Cars,101,S18_2949,Collectables For Less Inc.,Brickhaven,USA,Medium,2005,1,20,January
10381,41,100.0,4319.76,2005-02-17,Shipped,1,2,2005,Vintage Cars,101,S18_2949,Corporate Gift Ideas Co.,San Francisco,USA,Medium,2005,2,17,February
10391,32,45.25,1448.0,2005-03-09,Shipped,1,3,2005,Vintage Cars,101,S18_2949,"Anna's Decorations, Ltd",North Sydney,Australia,Small,2005,3,9,March
10423,10,88.14,881.4,2005-05-30,In Process,2,5,2005,Vintage Cars,101,S18_2949,Petit Auto,Bruxelles,Belgium,Small,2005,5,30,May
10103,35,57.46,2011.1,2003-01-29,Shipped,1,1,2003,Vintage Cars,62,S18_2957,Baane Mini Imports,Stavern,Norway,Small,2003,1,29,January
10111,28,64.33,1801.24,2003-03-25,Shipped,1,3,2003,Vintage Cars,62,S18_2957,Mini Wheels Co.,San Francisco,USA,Small,2003,3,25,March
10126,46,73.7,3390.2,2003-05-28,Shipped,2,5,2003,Vintage Cars,62,S18_2957,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium,2003,5,28,May
10139,20,71.2,1424.0,2003-07-16,Shipped,3,7,2003,Vintage Cars,62,S18_2957,Souveniers And Things Co.,Chatswood,Australia,Small,2003,7,16,July
10150,30,49.97,1499.1,2003-09-19,Shipped,3,9,2003,Vintage Cars,62,S18_2957,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small,2003,9,19,September
10163,48,69.96,3358.08,2003-10-20,Shipped,4,10,2003,Vintage Cars,62,S18_2957,Classic Legends Inc.,NYC,USA,Medium,2003,10,20,October
10173,28,53.72,1504.16,2003-11-05,Shipped,4,11,2003,Vintage Cars,62,S18_2957,Rovelli Gifts,Bergamo,Italy,Small,2003,11,5,November
10183,39,68.08,2655.12,2003-11-13,Shipped,4,11,2003,Vintage Cars,62,S18_2957,"Classic Gift Ideas, Inc",Philadelphia,USA,Small,2003,11,13,November
10193,24,51.84,1244.16,2003-11-21,Shipped,4,11,2003,Vintage Cars,62,S18_2957,"Australian Collectables, Ltd",Glen Waverly,Australia,Small,2003,11,21,November
10206,28,67.46,1888.88,2003-12-05,Shipped,4,12,2003,Vintage Cars,62,S18_2957,Canadian Gift Exchange Network,Vancouver,Canada,Small,2003,12,5,December
10215,31,58.71,1820.01,2004-01-29,Shipped,1,1,2004,Vintage Cars,62,S18_2957,West Coast Collectables Co.,Burbank,USA,Small,2004,1,29,January
10228,45,63.71,2866.95,2004-03-10,Shipped,1,3,2004,Vintage Cars,62,S18_2957,Cambridge Collectables Co.,Cambridge,USA,Small,2004,3,10,March
10244,24,58.09,1394.16,2004-04-29,Shipped,2,4,2004,Vintage Cars,62,S18_2957,Euro Shopping Channel,Madrid,Spain,Small,2004,4,29,April
10257,49,53.72,2632.28,2004-06-14,Shipped,2,6,2004,Vintage Cars,62,S18_2957,The Sharp Gifts Warehouse,San Jose,USA,Small,2004,6,14,June
10269,32,63.08,2018.56,2004-07-16,Shipped,3,7,2004,Vintage Cars,62,S18_2957,Salzburg Collectables,Salzburg,Austria,Small,2004,7,16,July
10280,43,68.71,2954.53,2004-08-17,Shipped,3,8,2004,Vintage Cars,62,S18_2957,Amica Models & Co.,Torino,Italy,Small,2004,8,17,August
10291,37,50.59,1871.83,2004-09-08,Shipped,3,9,2004,Vintage Cars,62,S18_2957,Scandinavian Gift Ideas,Boras,Sweden,Small,2004,9,8,September
10304,24,64.96,1559.04,2004-10-11,Shipped,4,10,2004,Vintage Cars,62,S18_2957,Auto Assoc. & Cie.,Versailles,France,Small,2004,10,11,October
10312,35,53.72,1880.2,2004-10-21,Shipped,4,10,2004,Vintage Cars,62,S18_2957,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2004,10,21,October
10322,41,29.87,1224.67,2004-11-04,Shipped,4,11,2004,Vintage Cars,62,S18_2957,Online Diecast Creations Co.,Nashua,USA,Small,2004,11,4,November
10332,26,100.0,2979.08,2004-11-17,Shipped,4,11,2004,Vintage Cars,62,S18_2957,"AV Stores, Co.",Manchester,UK,Small,2004,11,17,November
10347,34,64.96,2208.64,2004-11-29,Shipped,4,11,2004,Vintage Cars,62,S18_2957,"Australian Collectors, Co.",Melbourne,Australia,Small,2004,11,29,November
10357,49,70.58,3458.42,2004-12-10,Shipped,4,12,2004,Vintage Cars,62,S18_2957,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2004,12,10,December
10369,28,44.21,1237.88,2005-01-20,Shipped,1,1,2005,Vintage Cars,62,S18_2957,Collectables For Less Inc.,Brickhaven,USA,Small,2005,1,20,January
